,name,synonyms
12317,Melaleuca alternifolia leaf,"['Melaleuca Alternifolia (Tea Tree) Leaf', 'Melaleuca Alternifolia (Tea Tree) Leaf Extract', 'Melaleuca Alternifolia (Tea Tree) Leaf Powder', 'Narrow-leaved Paperbark Leaf', 'Narrow-leaved Tea-tree Leaf', 'Narrow-leaved Ti-tree Leaf', 'Snow-in-summer Leaf', 'Tea Tree']"
12318,Quercus acutissima whole,"['Quercus Acutissima', 'Sawtooth Oak Whole']"
12319,Pumice,['Pumice']
12320,Milk thistle,"['822i9lej7s', 'Cardui Mariae Fructus', 'Carduus Marianus', 'Carduus Marianus Preparation', 'Carduus Marianus Seed', 'Fruit of Silybum Marianum', 'Holy Thistle Seed', ""Lady's Thistle Seed"", 'Mariana Mariana Seed', ""Mary's Thistle Seed"", 'Milk Thistle Extract', 'Milk Thistle Fruit', 'Milk Thistle Seed', 'Milk Thistle Seed Extract', 'Milk Thistle Silymarin', 'Milkthistle Fruit (Silybum Marianum L. Gaertner)', ""Saint Mary's Thistle Extract"", 'Shuifeiji', 'Silybi Fructus', 'Silybi Mariani Fructus (Silybum Marianum L. Gaertner)', 'Silybum Marianum Dry Fruit', 'Silybum Marianum Dry Fruit Extract', 'Silybum Marianum Extract', 'Silybum Marianum Fruit', 'Silybum Marianum Fruit Extract', 'Silybum Marianum Seed', 'Silybum Marianum Seed Extract']"
12321,Chicory leaf,"['Chicory Greens, Raw', 'Chicory Greens,raw', 'Chicory Leaf Extract', 'Cichorii Herba', 'Cichorium Intybus (Chicory) Leaf Extract', 'Cichorium Intybus Leaf', 'Cichorium Intybus Leaf Extract', 'Ju Ju', 'Radicchio', 'Radicchio, Raw', 'Radicchio,raw']"
12322,Palm oil,"['African Oil Palm Fruit Oil', 'African Palm Oil', 'Elaeis Guineensis (Palm) Oil', 'Elaeis Guineensis Fruit Oil', 'Elaeis Guineensis Oil', 'Oil Palm', 'Oil, Palm', 'Oil,palm', 'Palm Oil (From Fruit)', 'Palm Oil (Unhydrogenated)']"
12323,Camphor leaf oil,"['Camphor Laurel Leaf Oil', 'Camphor Leaf Volatile Oil', 'Camphor Oil Formosan Ho-sho Leaves', 'Camphor Oil, Formosan Ho-sho, Leaves', 'Camphor Tree Leaf Oil', 'Camphora Camphora Leaf Oil', 'Camphortree Leaf Oil', 'Cinnamomum Camphora (Camphor) Leaf Oil', 'Cinnamomum Camphora Leaf Oil', 'Laurus Camphora Leaf Oil']"
12324,Zanthoxylum clava-herculis bark,"[""Hercule's Club (Zanthoxylum Clava-herculis) Bark"", 'Hercules-club Pricklyash Bark', ""Hercules' Club (Zanthoxylum Clava-herculis) Bark"", 'Pepperwood Bark', 'Southern Pricky Ask Bark', 'Zanthoxylum Macrophyllum Bark']"
12325,Influenza A virus A/California/7/2009 (H1N1)-like hemagglutinin antigen (formaldehyde inactivated),['Influenza a Virus A/california/7/2009(h1n1)-like Hemagglutinin Antigen (Formaldehyde Inactivated)']
12326,Influenza A virus A/California/7/2009 X-179A (H1N1) hemagglutinin antigen (formaldehyde inactivated),[]
12327,Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (formaldehyde inactivated),[]
12328,Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated),[]
12329,Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) hemagglutinin antigen (formaldehyde inactivated),[]
12330,Influenza B virus B/Texas/6/2011 hemagglutinin antigen (formaldehyde inactivated),[]
12331,Bordetella pertussis toxoid antigen (formaldehyde inactivated),"['Bordetella Pertussis Toxoid Antigen, C']"
12332,Influenza A virus A/Texas/50/2012 X-223A (H3N2) hemagglutinin antigen (formaldehyde inactivated),[]
12333,Influenza B virus B/Massachusetts/2/2012 hemagglutinin antigen (formaldehyde inactivated),[]
12334,Influenza A virus A/Christchurch/16/2010 NIB-74 (H1N1) hemagglutinin antigen (propiolactone inactivated),[]
12335,Influenza A virus A/Texas/50/2012 X-223 (H3N2) hemagglutinin antigen (propiolactone inactivated),[]
12336,Influenza B virus B/Massachusetts/2/2012 hemagglutinin antigen (propiolactone inactivated),[]
12337,Influenza A virus A/California/7/2009 (H1N1) live (attenuated) antigen,"['Influenza a Virus A/california/7/2009 (H1n1) Live(attenuated) Antigen', 'Influenza a virus a/california/7/2009(h1n1) live(attenuated) antigen']"
12338,Influenza A virus A/Victoria/361/2011 (H3N2) live (attenuated) antigen,['Influenza a Virus A/victoria/361/2011 (H3n2) Live(attenuated) Antigen']
12339,Influenza B virus B/Wisconsin/1/2010 live (attenuated) antigen,['Influenza B Virus B/wisconsin/1/2010 Live(attenuated) Antigen']
12340,Influenza B virus B/Massachusetts/2/2012 BX-51B hemagglutinin antigen (formaldehyde inactivated),[]
12341,"Influenza A virus A/Brisbane/10/2010 (H1N1) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",[]
12342,"Influenza A virus A/Texas/50/2012 X-223A (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)","['Influenza a Virus A/texas/50/2012 Nymc X-223a (H3n2) Hemagglutinin Antigen (Mdck Cell Derived, Propiolactone Inactivated)']"
12343,"Influenza B virus B/Massachusetts/2/2012 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",[]
12344,Influenza B virus B/Massachusetts/2/2012 BX-51B hemagglutinin antigen (propiolactone inactivated),['Influenza B Virus B/massachusetts/2/2012 Nymc Bx-51b Hemagglutinin Antigen (Propiolactone Inactivated)']
12345,Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (propiolactone inactivated),[]
12346,Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (propiolactone inactivated),[]
12347,Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (formaldehyde inactivated),[]
12348,Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (formaldehyde inactivated),['Influenza a Virus A/switzerland/9715293/2013 Nib-88 (H3n2) Hemmagglutinin Antigen (Formaldehyde Inactivated)']
12349,Influenza B virus B/Brisbane/9/2014 hemagglutinin antigen (formaldehyde inactivated),[]
12350,Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (formaldehyde inactivated),[]
12351,Influenza A virus A/South Australia/55/2014 IVR-175 (H3N2) hemagglutinin antigen (propiolactone inactivated),[]
12352,Human adenovirus e serotype 4 strain cl-68578 antigen,"['Adenovirus Type 4 Strain Cl-68578', 'Adenovirus Type 4 Vaccine Live', 'Adenovirus Vaccine, Live, Oral, Type 4', 'Human Adenovirus E Serotype 4 Strain Cl-68578', 'Human Adenovirus Serotype 4 Strain Cl-68578', 'Human Adenovirus Serotype 4 Vaccine Strain Cl-68578', 'Mastadenovirus Human Adenovirus B Type 4 Strain Cl-68578']"
12353,Human adenovirus b serotype 7,['Human Adenovirus B Serotype 7 Strain 55142']
12354,Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) hemagglutinin antigen (propiolactone inactivated),[]
12355,Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 hemagglutinin antigen (propiolactone inactivated),[]
12356,Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (formaldehyde inactivated),[]
12357,"Influenza A virus A/California/7/2009 X-179A (H1N1) hemagglutinin antigen (UV, formaldehyde inactivated)",[]
12358,"Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)",[]
12359,"Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (UV, formaldehyde inactivated)",[]
12360,Influenza A virus A/Hong Kong/4801/2014 (H3N2) recombinant hemagglutinin antigen,[]
12361,Influenza B virus B/Brisbane/60/2008 recombinant hemagglutinin antigen,[]
12362,Influenza A virus A/Christchurch/16/2010 NIB-74XP (H1N1) hemagglutinin antigen (formaldehyde inactivated),[]
12363,"Influenza A virus A/South Australia/55/2014 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",[]
12364,"Influenza B virus B/Utah/9/2014 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",[]
12365,Influenza A virus A/Michigan/45/2015 X-275 (H1N1) hemagglutinin antigen (formaldehyde inactivated),[]
12366,Influenza A virus A/Michigan/45/2015 (H1N1) recombinant hemagglutinin antigen,[]
12367,Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (propiolactone inactivated),[]
12368,Influenza A virus A/Slovenia/2903/2015 (H1N1) live (attenuated) antigen,[]
12369,Influenza A virus A/New caledonia/71/2014 (H3N2) live (attenuated) antigen,[]
12370,Neisseria meningitidis group a capsular oligosaccharide diphtheria crm197 protein conjugate antigen,[]
12371,Neisseria meningitidis group c capsular oligosaccharide diphtheria crm197 protein conjugate antigen,[]
12372,Neisseria meningitidis group w-135 capsular oligosaccharide diphtheria crm197 protein conjugate antigen,[]
12373,Neisseria meningitidis group y capsular oligosaccharide diphtheria crm197 protein conjugate antigen,[]
12374,Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (propiolactone inactivated),[]
12375,Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (formaldehyde inactivated),[]
12376,"Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",[]
12377,"Influenza A virus A/Singapore/gp2050/2015 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",[]
12378,"Influenza B virus B/Hong Kong/259/2010 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",[]
12379,"Influenza A virus A/Hong Kong/4801/2014 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",[]
12380,"Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (UV, formaldehyde inactivated)",[]
12381,"Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)",[]
12382,"Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (UV, formaldehyde inactivated)",[]
12383,Influenza A virus A/Singapore/GP1908/2015 IVR-180A (H1N1) hemagglutinin antigen (propiolactone inactivated),[]
12384,Influenza B virus B/Brisbane/46/2015 hemagglutinin antigen (propiolactone inactivated),[]
12385,Influenza B virus B/Phuket/3073/2013 BVR-1B hemagglutinin antigen (propiolactone inactivated),[]
12386,Vibrio cholerae CVD 103-HgR strain live antigen,"['Cholera Vaccine', 'Cholera Vaccine Live Oral', 'Cholera vaccine, live, oral']"
12387,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),['Influenza a Virus A/california/7/2009(h1n1)-like Antigen (Propiolactone Inactivated)']
12388,Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (formaldehyde inactivated),[]
12389,Influenza A virus A/South Dakota/6/2007 (H1N1) live (attenuated) antigen,"['Influenza a Virus A/south Dakota/6/2007 (H1n1) Live(attenuated) Antigen', 'Influenza a Virus A/south Dakota/6/2007(h1n1) Live(attenuated) Antigen', 'Influenza a Virus H1n1 Live Antigen, A']"
12390,Influenza A virus A/Uruguay/716/2007(H3N2) live (attenuated) antigen,"['Influenza a Virus A/uruguay/716/2007(H3N2) Live(attenuated) Antigen', 'Influenza a Virus H3N2 Live Antigen, A']"
12391,Influenza A virus A/Perth/16/2009 (H3N2) live (attenuated) antigen,['Influenza a Virus A/perth/16/2009 (H3n2) Live(attenuated) Antigen']
12392,Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (formaldehyde inactivated),[]
12393,Influenza B virus B/Texas/6/2011 antigen (formaldehyde inactivated),[]
12394,Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (formaldehyde inactivated),[]
12395,Influenza B virus B/Massachusetts/2/2012 antigen (formaldehyde inactivated),[]
12396,Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (formaldehyde inactivated),['Influenza B Virus B/massachusetts/2/2012 Nymc Bx-51b Antigen (Formaldehyde Inactivated)']
12397,Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (formaldehyde inactivated),[]
12398,Influenza B virus B/Brisbane/9/2014 antigen (formaldehyde inactivated),[]
12399,Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (formaldehyde inactivated),[]
12400,Influenza A virus A/Michigan/45/2015 X-275 (H1N1) antigen (formaldehyde inactivated),[]
12401,Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (propiolactone inactivated),[]
12402,Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) antigen (propiolactone inactivated),[]
12403,Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) antigen (formaldehyde inactivated),[]
12404,"Influenza A virus A/Singapore/GP1908/2015 IVR-180 (H1N1) antigen (MDCK cell derived, propiolactone inactivated)",[]
12405,"Influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",[]
12406,"Influenza B virus B/Hong Kong/259/2010 antigen (MDCK cell derived, propiolactone inactivated)",[]
12407,"Influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",[]
12408,"Influenza A virus A/Singapore/GP1908/2015 IVR-180 (H1N1) antigen (UV, formaldehyde inactivated)",[]
12409,"Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (UV, formaldehyde inactivated)",[]
12410,Influenza A virus A/Singapore/GP1908/2015 IVR-180A (H1N1) antigen (propiolactone inactivated),[]
12411,Influenza B virus B/Brisbane/46/2015 antigen (propiolactone inactivated),[]
12412,Influenza B virus B/Phuket/3073/2013 BVR-1B antigen (propiolactone inactivated),[]
12413,2-Ethylhexyl 4-phenylbenzophenone-2'-carboxylate,[]
12414,Insulin-like growth factor II,"['CG-IGF2', 'Human insulin-like growth factor II', 'Human oligopeptide-24', 'IGF-2', 'IGF-II', 'Insulin-like growth factor 2', 'Insulin-like growth factor II (human)', 'Insulin-like growth factor-2', 'Insulin-like growth factor-II', 'Multiplication-stimulating activity III-2', 'RH-oligopeptide-8', 'RH-polypeptide-31', 'SH-polypeptide-31']"
12415,Beroctocog alfa,"['Factor VIII', 'Human antihemophilic factor/von willebrand factor complex', 'Human coagulation factor VIII/von willebrand factor complex', 'Octanate']"
12416,Sorbitan,"['1,4-Sorbitan']"
12417,L-Lactic acid,"['(+)-lactic acid', '(S)-(+)-lactic acid', '(S)-2-hydroxypropanoic acid', '(S)-2-hydroxypropionic acid', '(S)-lactic acid', 'L-(+)-lactic acid', 'L-(+)-α-hydroxypropionic acid', 'L-Lactic acid', 'L-Milchsäure']"
12418,DL-alpha-Tocopherol,"['(+)-alpha-tocopherol', '(±)-α-tocopherol', 'all-rac-alpha-tocopherol', 'DL-5,7,8-trimethyltocol', 'DL-alpha tocopherol', 'DL-α-tocopherol', 'Vitamin E DL-alpha']"
12419,DL-alpha tocopheryl acetate,"['all-rac-alfa-tocopheryl acetate', 'all-rac-alpha-tocopheryl acetate', 'DL-alpha-tocopheryl acetate']"
12420,Povidone K30,"['1-vinylpyrrolidin-2-one homopolymer', 'Plasdone K29-32', 'Plasdone K29/32', 'Polyvinylpyrrolidone K 30', 'Polyvinylpyrrolidone K-29/32', 'Polyvinylpyrrolidone K30', 'Povidone K29-32', 'Povidone K29/32', 'PVP K-30', 'PVP K30', 'PVP-K 30']"
12421,Acetylcysteine zinc,"['N-acetyl-L-cysteine zinc salt', 'Zinc acetylcysteine']"
12422,Acetylcysteine amide,"['N-Acetyl cysteine amide', 'N-Acetyl-cysteine-amide', 'N-Acetyl-L-cysteinamide', 'N-Acetyl-L-cysteine amide', 'N-Acetylcysteinamide', 'N-Acetylcysteine amide', 'Nac amide', 'NACA']"
12423,Calcium phosphate dihydrate,"['Calcium monohydrogen phosphate dihydrate', 'Calcium phosphate dibasic, hydrous', 'Calcium phosphate dihydrate, dibasic', 'Calcium phosphate, dibasic, dihydrate', 'Calcium phosphate, dibasic, hydrous', 'D.C.P.', 'Dibasic calcium phosphate dihydrate', 'Dibasic calcium phosphate hydrate', 'Dicalcium phosphate dihydrate']"
12424,Sodium ascorbate,"['Ascorbato sódico', 'Ascorbic acid sodium salt', 'L-Ascorbic acid sodium salt', 'L-Ascorbic acid, monosodium salt', 'Monosodium L-ascorbate', 'Sodium ascorbate', 'sodium L-ascorbate', 'Vitamin C sodium', 'Vitamin C, sodium salt']"
12425,Calcium ascorbate,"['Ascorbic acid calcium salt', 'Calcium ascorbate', 'Calcium ascorbate anhydrous', 'Calcium diascorbate', 'L-ascorbic acid, calcium salt (2:1)']"
12426,Magnesium ascorbate,"['Ascorbic acid, magnesium salt', 'L(+)-ascorbic acid magnesium salt', 'Vitamin C magnesium salt']"
12427,Zinc ascorbate,"['(-)-ascorbic acid, zinc salt', 'L-ascorbic acid, zinc salt', 'L-ascorbic acid, zinc salt (2:1)']"
12428,Niacinamide ascorbate,"['Ascorbic acid nicotinamide complex', 'Niacinamide ascorbate', 'Nicotinamide-ascorbic acid complex']"
12429,Zinc acetate,"['Acetic acid, zinc salt', 'Dicarbomethoxyzinc', 'Zinc acetate anhydrous', 'Zinc acetato', 'Zinc diacetate', 'Zinc(II) acetate']"
12430,Ferrous gluconate,"['D-gluconic acid, iron(2+) salt (2:1)', 'Ferric Gluconate', 'Ferrous gluconate anhydrous', 'Iron(2+) gluconate (1:2)', 'Iron(II) gluconate, anhydrous']"
12431,Ferrous succinate,['Iron succinate']
12432,Ferrous ascorbate,"['Ferrous cevitamate', 'Iron(2+) L-ascorbate', 'L-Ascorbic acid, iron complex']"
12433,Ferrous fumarate,"['Ferrous fumarate', 'Iron(2+) fumarate']"
12434,Potassium triiodide,"['Iodine aqueous', ""Lugol's iodine"", ""Lugol's solution"", 'Microiodide', 'Potassium triiodide']"
12435,Zinc glycinate,"['Zinc bisglycinate', 'Zinc(II) glycinate']"
12436,Zinc carbonate,"['Basic zinc carbonate', 'Zinc carbonate', 'Zinc carbonate, basic', 'Zinc subcarbonate']"
12437,Manganese citrate,"['Manganese citrate anhydrous', 'Trimanganese dicitrate']"
12438,Sodium molybdate,"['Anhydric sodium molybdate', 'Molybdenum (as sodium)', 'Sodium molybdate (anhydrous)', 'Sodium molybdate(VI)', 'Sodium molybdenum oxide']"
12439,Calcium magnesium potassium carbonate chloride hydroxide,['Alka4-complex']
12440,Potassium acetate,['Potassium acetate']
12441,Potassium sulfate,"['Dipotassium sulfate', 'Potasio sulfato', 'Potassium (as sulfate)', 'Potassium sulfate', 'Potassium sulphate', 'Sulfato potasio', 'Sulfuric acid, dipotassium salt']"
12442,Potassium,"['K', 'Kalium', 'Potasio', 'Potassium metal', 'Potassium, elemental', 'Potassium, metal']"
12443,Ferrous glycine sulfate,"['Ferrous (II) Glycine Sulphate Complex', 'Ferrous glycine sulphate', 'Iron(II) glycine sulfate']"
12444,"Sodium phosphate, dibasic","['Dibasic sodium phosphate anhydrous', 'Dibasic sodium phosphate, anhydrous', 'Disodium acid phosphate', 'Disodium hydrogen monophosphate', 'Disodium hydrogen phosphate', 'Disodium hydrogen phosphate, anhydrous', 'disodium hydrogenphosphate', 'Disodium phosphate', 'Phosphoric acid, disodium salt, anhydrous', 'Phosphoric acid, sodium salt (1:2)', 'Sodium phosphate dibasic', 'Sodium phosphate, dibasic', 'Sodium phosphate, dibasic (anhydrous)', 'Sodium phosphate, dibasic anhydrous', 'Sodium phosphate, dibasic, anhydrous', 'Sodium phosphate,dibasic,anhydrous']"
12445,"Sodium phosphate, monobasic, unspecified form",[]
12446,"Sodium phosphate, dibasic, unspecified form","['Sodium phosphate, dibasic, unspecified']"
12447,Sodium borate,"['Borax', 'Sodium borate anhydrous']"
12448,Lithium hydroxide,"['Lithium hydrate', 'Lithium hydroxide anhydrous', 'Lithiumhydroxid']"
12449,Lithium citrate,"['Anhydrous lithium citrate', 'Citric acid, trilithium salt', 'Lithium citrate (anhydrous)', 'Trilithium citrate']"
12450,Lithium succinate,"['Butanedioic acid, dilithium salt', 'Dilithium succinate', 'Lithium succinate dibasic', 'Lithium succinate, dibasic', 'Succinic acid dilithium salt', 'Succinic acid, dilithium salt']"
12451,Lithium carbonate,"['Carbonic acid, dilithium salt', 'Dilithium carbonate', 'Lithii carbonas', 'Lithium carbonate', 'Lithonate']"
12452,Ferrous cation,"['Fe2+', 'Ferrous ion', 'Iron, ion (Fe2+)', 'Iron(2+)', 'Iron(2+) ion', 'Iron(II) ion']"
12453,Acetate,"['Acetate', 'Acetate anion', 'Acetate ion', 'Acetate ion (1-)', 'Acetic acid anion', 'Acetic acid, ion(1-)', 'Acetoxy ion', 'Azetat']"
12454,Mometasone furoate,"['Mometasone furoate', 'Mometasone furoate anhydrous']"
12455,Magnesium,"['Magnesio', 'Magnésium', 'Magnesium metallicum', 'Magnesium powder', 'Mg']"
12456,Magnesium levulinate,['Magnesium diasporal']
12457,Magnesium lactate,"['Magnesium DL-lactate', 'Magnesium lactate anhydrous', 'Magnesium lactate, anhydrous']"
12458,Sodium cation,"['Sodium (ion)', 'Sodium ion', 'sodium(1+)']"
12459,Aluminium phosphate,['Aluminum phosphate']
12460,Aluminum acetate,['Aluminum acetate']
12461,Aluminum cation,"['Aluminium, ion (Al3+)', 'Aluminum(3+)', 'Aluminum(III)', 'Aluminum(III) ion', 'Alumunum ion']"
12462,Tetraferric tricitrate decahydrate,"['Ferric citrate', 'Ferric citrate hydrate']"
12463,Silver cation,"['Silver, ion (Ag1+)']"
12464,Hydroxide ion,"['Hydroxide', 'Oxidanide']"
12465,Phosphate ion,"['Orthophosphate', 'Phosphate']"
12466,Gallium cation,"['Ga3+', 'Gallium (ga3+)', 'Gallium ion(3+)', 'Gallium, ion (Ga3+)', 'Gallium(3+) cation', 'Gallium(III) cation']"
12467,Chromic cation,"['Chromic ion', 'Chromium (3+)', 'Chromium cation (3+)', 'Chromium cation (Cr3+)', 'Chromium ion (3+)', 'Chromium, ion (Cr3+)', 'Chromium(III)', 'Chromium(III) cation', 'Chromium(III) ion', 'Cr3+']"
12468,Chromic citrate,[]
12469,Chromic nitrate,[]
12470,Chromium gluconate,[]
12471,Chromium nicotinate,['Chromium(III) nicotinate']
12472,Chromous sulfate,[]
12473,Carbonate ion,['Carbonate']
12474,Zinc cation,"['Zinc ion', 'Zinc ion(2+)', 'Zinc, ion (Zn2+)', 'Zinc(2+)', 'Zinc(II)']"
12475,Zinc chloride,['Zinc chloride']
12476,Gold cation (1+),"['Au+', 'Au1+', 'Gold (Au1+)', 'Gold ion(1+)', 'Gold, ion (Au1+)', 'Gold(1+)', 'Gold(1+) ion']"
12477,Indium cation In-111,"['Indium (111In) cation', 'Indium cation In 111', 'Indium cation In-111 (3+)', 'Indium In-111 cation', 'Indium-111 cation', 'Indium, ion (In3+) In-111']"
12478,Strontium cation Sr-89,"['Strontium (89Sr) cation', 'Strontium Sr-89 cation', 'Strontium-89']"
12479,Chromate ion Cr-51,[]
